"To encourage more people like Marie to join the preschool sector, we will raise the standing of the profession.æWe will set up a new institute to train teachers well. Today, there is no centralised institute for early childhood development. Instead we have many different preschool training programmes _ in Temasek Polytechnic, in Ngee Ann Polytechnic, ITE and the SEED Institute. We will now bring all these different programmes together, under a new centralised institute and we will call it the National Institute of Early Childhood Development (NIEC).",2017
"The NIEC will be like NIE but it will be for preschool teachers and carers. It will provide the full range of diploma and certificate programmes for preschool professionals. It will also have the scale to develop curricula, with different specialisations, like music, art, mother tongue or special education. Within a larger fraternity, the faculty will have more opportunities for professional development and progression.",2017
"We will provide training awards for students of the new institute. The awards will cover fees plus an allowance, so preschool teachers can make a strong start to their careers. We will also work with employers to ensure good career prospects and competitive pay. Over the last five years, as preschools expanded and upgraded, salaries have gone up. As we upgrade the profession, salaries need to improve further. And in particular, salaries must match career progression. Salaries have to be competitive not just for teachers, but also for the more senior specialists, supervisors and principals. Then you will have a career which is attractive, then good people will join. This will take a while but we must do it and we must get there. Only then can we upgrade the preschool sector and get good people to join and make it a career. Only then we can build a strong preschool system. So if you are passionate about kids, I hope you will consider this as a career.",2017
"In summary,æwe are doing three things to build up preschools and give young children a good start: More places for zero to four, better quality for five to six, raising the standing of teachers and carers. These changes will benefit all preschool kids. In addition, we are making a special effort for kids from low income and vulnerable families. These kids need more support, starting even earlier.",2017
"We have a programme for them: it is called KidSTART, which we piloted last year. Tan Chuan-Jin started this and is taking a close personal interest in it. Currently 400 families are on KidSTART. The mother gets onto the programme when she is expecting - ideally, in the first trimester. Even before the baby is born, trained officers visit the families at home, to support the expecting mother and impart practical skills and knowledge on health, nutrition and child development. After the baby arrives, the officers continue to coach the parents and they carry on doing so all the way through preschool. The early feedback on KidSTART has been promising. Parents say that their children are more talkative and expressive, and interact much better. And if these results are confirmed, we will scale up KidSTART to benefit more children.",2017
"I have described what we are doing to develop our children in practical ways but actually,æwe are emphasising preschools to achieve a broader social purpose because access to affordable, quality preschools will help level the playing field for young children. Today, every child goes to a good school. We want every child to go to a good preschool so that all children, regardless of family background, have the best possible start in life. We must do this because every child counts and if we get this right, we will foster social mobility and sustain a fair and just society. So it is a practical thing that we are doing but it is a strategic goal which we are aiming for.",2017
"And you heard or read ESM Goh at his National Day Dinner last night talking about this _ social mobility _ how important it is to make sure that we help all the kids, particularly those who do not have an advantaged background, to have a good start in life, not to be at a disadvantage, to be able to have equal opportunities just like everybody else. And we have to start early with KidSTART. We are starting before the baby is born, with preschools. And that is a strategic objective, and that is why I am talking about this subject at tonightÍs National Day Rally.",2017
"That is also whyæthe Government is investing heavily in young children. We have doubled our annual spending on preschools in the last five years. In 2012, we have spent S$360 million. In 2017, this year we are spending S$840 million. So it is actually more than double. And in the next five years, we will double spending again. So by 2022, five years from now, we will be spending S$1,700 million. It is a heavy investment but worthwhile and necessary.",2017
"But allæthis will be for nought unless young couples do your part. Please have more babies! The champions are Sengkang West families. Sengkang WestÍs Lam Pin Min told me very proudly he is the advisor with the most babies in his ward _ 1,300 last year.æPA organises ñEmbracing PArenthoodî events for young parents and babies. Sengkang West has so many babies that Lam Pin Min had to organise multiple ñEmbracing PArenthoodî events. I did just one. So here are some of his pictures - the first group, a second group, a third group, and the fourth. I think the only person who appears in more than one picture is Lam Pin Min. I assure you all the babies are different. So please go forth and do likewise!",2017
"My second topic tonight is our health, and specifically diabetes.æYou may not think diabetes is a major problem, but in fact, it is very serious in Singapore, particularly so for older people but increasingly for younger Singaporeans. Generally, Singaporeans think of ourselves as being fairly healthy. After all, we live quite long but it is not just about how many years you live, the quality of life matters greatly.",2017
"Let us take a close look with a live poll. You have got your Pigeonholes all set up. I would like to ask you two questions. If you are in the live audience tonight, please take out your phones and look at them and answer the questions. Are you ready? Let us begin. Question one _ what is the life expectancy of Singaporeans? What do you think? Is it 80 years old, 82 years old or 84 years old? Make a guess.",2017
"Well, most of you think it is 84. In fact, it is 82 but for women it is 84; for men it is 80. But at 82 years, it is among one of the longest in the world. But this is life expectancy and life expectancy includes both periods of good health and ill health. And you know from your own experience with ageing parents that when people grow old, they suffer from many ailments and frailties, often dragging on for years.",2017
"Let me ask question two _ on average, how many years of ill health do Singaporeans have in old age? What do you think? Four years, six years, eight years? I think most of you got it right. The answer is actually eight years _ a bit shorter for men, a bit longer for women, but on average eight years. On average, we live to 82 years and out of these 82 years in old age, we experience eight years of ill health. Eight years is a long time to be in ill health. It is tough on the old folks, and on their families too, particularly the caregivers.",2017
"What causes this ill health? One big reason is diabetes. And unfortunately, here compared to other developed countries, Singapore is almost world champion _ just behind the US. Overall, one in nine Singaporeans have diabetes. But the prevalence increases as you age. If you are my age, over 60, three in ten Singaporeans have diabetes. And since most Singaporeans will reach 60, that is a lot of us. In fact, if you look at yourself, and at the person sitting to your left, person sitting to your right, most probably at least one of you will have diabetes one day!",2017
"If you break it down by race, among the Chinese, 2.5 in 10 have diabetes; among the Malays, five in 10 have diabetes; and among the Indians, six in 10 have diabetes. These people age 60 and above. Half of Malays in my age group will have diabetes, and more than half of Indian in my age group will have diabetes, already have diabetes. This is a very serious problem, and especially for the Malays and Indians, is actually a health crisis. It is not an exaggeration.",2017
"The challenge with diabetes is that in the early stages, it is an invisible disease. You do not feel sick; there are hardly any symptoms. You may not even know that you have it. But if it is not treated, over time it can become very serious. If you look at the top causes of death in Singapore, diabetes does not appear there but actually, many common causes of death can be traced back to diabetes _ heart attack, stroke, kidney failure _ underlying causes, pre-disposing them to diabetes because diabetes damages all these organs. You may also lose your limbs, or go blind, and for the men, if nothing else worries you, diabetes can make you impotent!æAnd that should cause you to sit up. So what can we do?",2017
"Typically, people will immediately ask: what is the Government doing? But with diabetes, the more important question is: What can I myself do, to change my lifestyle and diet, to minimise my risk? Personal choice and responsibility make all the difference to whether we get diabetes or not, and if we already have diabetes, whether we keep it under control. So what can each one of us do?",2017
"Let me offer four suggestions.æFirst, please get regular medical check-ups. Find out whether you have diabetes or are at risk. Do not take the attitude that it is better not to know. You must want to know, because if you know your condition, then you can do something about it. Take advantage of the health checks at community events or MOHÍs subsidised screenings under Screen for Life programme and do not stop there.",2017
"Health checks only tell you how healthy or unhealthy you are. They do not cure your illness, or make you healthier, unless you do something with the results. So if your health check shows something is amiss, please see a doctor. Take the medicine that he prescribes. Follow his advice and surely, he will ask you to exercise more, which is also my second suggestion: please exercise more.",2017
"Exercise is good for you. It helps with your blood sugar, you blood pressure. It brings down your weight. It makes you feel better. But if you prefer something more fun, join a group activity. PA organises all sorts of activities every weekend _ Zumba, line dancing, brisk walking, taiji. Sign up to enjoy yourself with family and friends, and keep fit and healthy at the same time.",2017
"The easiest way to get more exercise is just to walk a little bit more every day. The doctor says to aim for 10,000 steps a day. But I know myself that 10,000 steps is not so easy to hit. I brisk walk for 40 minutes every morning. I walked this morning and today I checked and I am still only at 7,000 steps. The reason is because the rest of the day, I am sedentary _ sitting down at the computer, either at work or at home. And many Singaporeans are like me. Only when I have community events or walkabouts, or go on jalan jalan in the evenings, then I reach the target. But let us all make an effort to walk a bit more and work it into your daily routine. For example, walk to the MRT station, rather than take the feeder bus. Some people get off the train one stop early and walk the rest of the way home, or climb the stairs instead of taking the lift. I do that: when I go to the office every morning, I climb up the stairs, and if I go out and come back I climb up the stairs again. Coming down I take the lift. Let us do it together.",2017
"To motivate you, the Health Promotion Board is giving everybody in the audience today a free gift. It is a step tracker; I am wearing one. I am taking part in the 520 Million Step Challenge. Please collect yours on your way out and start walking tonight.",2017
"My third piece of advice is to eat less and eat healthily. I was looking at some of my old school photos recently. And it reminded me that when I was in school, the children were not as tall, and some of us were quite scrawny. Perhaps we were not eating enough and were a little bit under-nourished. So there were school milk programmes to top up our nutrition. Today, nutrition has improved and our children are taller and better built. Some are too well-built! I cannot show you a photograph, you know what I mean. And already among 5-year olds, one in 10 are overweight. And unfortunately, often baby fat does not go away, but carries into adulthood.",2017
"One reason we are putting on weight is because we are eating more. 20 years ago, we ate on average 2,100 calories every day, which is about the right amount if you are not in a very active physical life. This is 1998. Six years later, by 2004, it had gone up to 2,400 calories _ that is 300 calories more and that is equivalent to two extra scoops of ice cream every day. By 2010, six years later, it had gone up to 2,600 calories _ in other words, another 200 calories, which means another extra scoop of ice cream, plus topping!",2017
"I have not done the latest survey yet _ one should be coming in this year but I fear the trend is still up. Now, to burn off these extra 500 calories, these three extra scoops of ice cream, you need to run more than an hour every day! How many of you run more than one hour every day? Most of us do not, so obesity has gone up. The key is to be disciplined, and to make the right choices in food.",2017
"Mr Lee Kuan Yew was very disciplined about his food intake. Charles Chong told me a story: Mr Lee once invited him to lunch. He was the only guest. When the main course was served, the plate came up, he looked at the plate, one and a half pieces of steak _ one small steak and one half, tiny piece, one and a half portions for two people. Charles Chong was the guest, so he was served first. He did not know what to do. So out of respect for Mr Lee, he took the tiny, half piece. Mr Lee stopped him. He said, ñThat is my piece. You take the other one!î So like Mr Lee, we all can decide to eat less, and watch our weight.",2017
"Unfortunately, not all of us do that. In fact,æwe are not just eating more, we are also eating less healthily. Lifestyles have changed. In the past, fewer wives worked. They could prepare healthy, home-cooked meals. Now, increasingly both the husband and the wife work. So families eat out more often. They buy char kway teow or roti prata at hawker centres, or increasingly fast food. But actually, even if you eat out, you can still choose healthier dishes like yong tau foo, sliced fish soup or soto ayam. There are such choices. More hawkers serve healthy alternatives _ less oil, less sugar, less salt, but tasting almost as good. In fact, if you get used to it, tasting better, give it a try!",2017
"If you do cook at home, make small changes, like replacing white rice with brown or mixed grain rice. I know many of us are used to eating white rice but white rice is bad for diabetes because it has very high glycaemic index (GI), which means white rice may not taste sweet. But the effect of eating white rice is almost like eating sugar and when you eat white rice, your blood sugar will shoot up. If you have always eaten white rice, brown rice may take some getting used to.",2017
"Every week, my Ministers and I meet over lunch before our Cabinet meeting. We call it our PreCab Lunch. Some years ago when Khaw Boon Wan was Minister for Health, he suggested to me that we switch to brown rice because it is healthier. So I polled the Ministers for their views; everyone agreed. At least nobody objected. Ever since, I have been serving brown rice at PreCab lunches. But only very, very recently, I found out that some Ministers do not like brown rice. So when we come to PreCab Lunch, they do not have rice and they go home and they eat white rice for dinner! Now I will need another very serious Cabinet discussion to decide what we should serve at PreCab lunch.",2017
"As a compromise, I am thinking of trying white rice mixed together with brown rice. It is not quite as healthy but it is better tasting than all brown rice and it is healthier than all-white rice. So at the reception later, I am going to get you to try first. I am serving mixed grain fried rice _ white and brown mixed together! Let me know what you think, and if you like it, please tell my Ministers.",2017
"I told Seah Kian Peng about our plans and he said that NTUC FairPrice will help me to encourage Singaporeans to eat more brown rice and healthy food. From tomorrow till the end of August, FairPrice will have special discounts and offers on healthy food, including brown rice, so do not hesitate. Let us start eating healthier today!",2017
"My fourth piece of advice is to cut down on soft drinks. Soft drinks contain a lot of refined sugar, which is very bad for you. Just one can of soft drink can contain eight cubes of sugar and that is more than you need for one whole day. If you drink soft drinks every day, you are overloading your system with sugar, and significantly increasing your risk of diabetes.",2017
"Our children are most at risk because soft drinks are part of their lifestyle. When a young man takes his girlfriend to the cinema, how can they not buy popcorn and soft drinks!æAnd we are seeing more diabetes cases among young people, Type 2 Diabetes, including children, and that means big trouble for their health.",2017
"That is why in our schools, tuckshops can only sell drinks containing six per cent or less of sugar. But that does not really solve the problem because the kids then just go outside the school compound and buy the full-strength sweetened drinks at the convenience store.",2017
"We are scouting around for solutions. Some countries _ several European ones, Mexico, Brunei _ they have tried a sugar tax. UK and Chile also placed warning labels on drinks with high sugar content. But it is not clear yet if these measures work. Others have tried to limit the size of soft drinks _ no more Big Gulp. But not sure that will work either because people may just buy two smaller gulps instead. Nobody has found an ideal solution yet but we are scanning the horizon and if someone comes up with one that works, we will study it and we will implement it. Meanwhile, we must do something about this problem of soft drinks and sugar.",2017
"As a first step, we have got the soft drink producers to agree to reduce the sugar in all their soft drinks sold in Singapore. This will help. But ultimately, what to drink is a personal choice. The best is to drink plain water.æBetter still, drink PUB water.",2017
"I just described four simple things each one of us can do: get a check-up, exercise more, watch your diet, cut down on sugar. It requires commitment, adjustments to our habits, our lifestyles and diet. But the payoff is large and can be done.",2017
"I give you an example, Mr Song Hee Pheow, who is a taxi driver. Mr Song got a check-up through a programme started by HPB for taxi drivers _ ñCheck car, Check bodyî. Send your taxi for servicing. While you wait, send your own body for health screening. Kill two birds with one stone! Mr Song did that and discovered he had diabetes. His health coach told him to change his lifestyle. So he decided to do something about it. Instead of taking the lift to his flat, he climbed the five floors up every day. He also started exercising regularly. He ate less fried food, and cut his sugar intake. In six months, he lost 4kg. And when he saw his doctor at the polyclinic recently, the doctor said _ Your blood sugar is good, well done!",2017
"If Mr Song can do it, each one of us can do it too. I am sharing this with you hoping that you will take it to heart but actually I am also preaching to myself because I also have to watch my own condition, because I have a family history of diabetes.",2017
"My paternal grandmother had diabetes. Several of my uncles had diabetes. My father did not but that is probably because he watched his diet and his weight very carefully and he was extremely disciplined about exercising. And for diabetes, genes play a part but your choices make the difference, and that is why I have to be careful.I do a test for fasting blood sugar twice a year. If the reading is below six, you are okay. If it is above six, well you need to investigate further. So far, I am okay. I am below six but I am not very far below six, so I know I have to be careful. And to stay in the safe zone I weigh myself every day, and I adjust my food intake. I exercise daily. I watch what I eat and drink _ wholemeal bread instead of white bread, Teh O Kosong instead of Teh. Teh Gah Dai is completely out of the question. But if the dessert is chendol, it cannot be helped; I will just take a little bit. It takes effort and discipline but it can be done. So I hope you will join me. Start today, so that we can live healthily and live well.",2017
"My third topic tonight is a Smart Nation. What is Smart Nation about? Some think it is about each person owning two handphones, or learning to play Pokemon Go, or having the fastest internet connection. Others talk about e-commerce, the Internet of Things, self-driving cars, artificial intelligence and big data. Those are all part of it, but not the whole story.",2017
"Smart Nation is about Singapore taking full advantage of IT. Using IT comprehensively to create new jobs, new business opportunities, to make our economy more productive, to make our lives more convenient. To make this an outstanding city in which to live, work and play.",2017
"We have a natural advantage. We are compact. We are highly connected. Our people are digitally literate. Our schools are teaching students basic computing and robotics. But while we have the right ingredients, we lag behind other cities in several areas. For example, electronic payments.",2017
"China has gone the furthest with e-payments. Lim Swee Say told me how he found out about this. He was in Shanghai a few years ago, queuing to buy gao lak, chestnuts, at a roadside hawker. He saw people in front of him waving their handphones before taking their chestnuts and leaving, without paying any cash. So being Singaporean, he thought there must be some special offer. When it came his turn, he confidently said, I do not need the special offer, I will pay the full price in cash! The hawker did not say anything _ just gave him a quizzical look and pointed him to the QR code. And that was then he realised the QR code was for WeChat Pay and he was the suaku one!",2017
"Indeed, in major Chinese cities, cash has become obsolete. Even debit and credit cards are becoming rare. Everyone is using WeChat Pay or AliPay and these apps are linked to your bank account. To pay someone money, just pick up the phone, scan his QR Code. And you can use these apps for nearly all payments.",2017
"You can buy snacks from a roadside stall like Swee Say. You can see the QR code here, there is another one here. You can pay for a taxi ride. You can even tip the waiter at a restaurant. So when visitors from China find that they have to use cash here, they ask: how can Singapore be so backward?",2017
"In Singapore, we too have e-payments, but we have too many different schemes and systems that do not talk to one another. So people have to carry multiple cards, and businesses have to install multiple readers. It is inconvenient for consumers, it is costly for businesses. And the result is, most of us still prefer cash and cheques _ 6 in 10 transactions are cash and cheques.",2017
"We must simplify and integrate our systems. MAS has been working hard at this _ integrating the different systems into one _ so now at last we have one single unified terminal that can read different cards. MAS and the banks have also rolled out a new service, called PayNow. PayNow links your mobile phone number to your bank account. So you can pay and receive money using your mobile banking app. You can pay money to somebodyÍs mobile number, if he is on PayNow. And if you are on PayNow, other people can pay you just using your mobile number. So you use your app you send $20, you know his phone number, you send it to him, it pops up on his account. It is done. Different bank, notwithstanding, money goes across. Does not matter if the bank is different. In fact, you do not have to know his bank account number, or which bank he is using.",2017
"Soon you will be able to use QR codes too. It is convenient, it is cheap. It is safe. There is no credit card fee. So next time I am at a hawker centre, I look forward to paying for my meal with PayNow. Then I will know it is fully working.",2017
"Another area where IT can help is public safety and security. I chair the Research, Innovation and Enterprise Council. The Council met recently. The members, some Singaporeans, some international experts. I was struck by what one of the Council members said _ that Singapore had a reputation as one of the safest cities in the world, so she was surprised to find that when it came to using IT to make a city safe, other cities were ahead of Singapore. I told her she was quite right.",2017
"Many cities already have comprehensive CCTV and sensor networks. And they also can integrate the inputs from all the sources, analyse and make sense of the information, and respond promptly if there is an incident or an emergency. Take for example the Boston Bombings. During the Boston Marathon in April 2013, about four years ago. Terrorists detonated two bombs near the finish line. There were many casualties. The Boston Police pulled together a huge amount of information from CCTVs, social media, license plate readers, plus video and photos contributed by the public. They combed through all this data. Within three days, the police identified the two bombers, and released footage of them. And this prevented the bombers from moving around freely. The police soon tracked them down, killed one, and arrested the other.",2017
"In Singapore we started building our own network of sensors, especially CCTV cameras, some time ago. The Police installed CCTVs at HDB void decks and lift landings to deal with loan sharks. And it has worked. We see fewer cases of ñowe-money-pay-moneyî now.æThey do not paint your door but I just read in the newspapers the ñowe-money-pay-moneyî has gone online now. But at least the physical harassment is down. Residents are greatly relieved.",2017
"Other agencies have different sensors. PUB has sensors to detect water levels in drains to know whether it is likely to flood or not. LTA has cameras to monitor traffic conditions and deter illegal parking. The camera is quite small, and the sign is very big. Hotels, shopping centres and office buildings also have their own CCTV systems. But we have not brought all the different systems together.",2017
"When the Little India riot happened in December 2013, we were caught a little flat-footed. There were too few CCTV cameras monitoring Little India. We had to rely on footage posted by the public on social media. Since then we have made progress. We are building an integrated national sensor network. We are making ñevery lamp-post a smart lamp-postî, meaning it can mount different types of sensors on any of the lampposts. We are installing more CCTV cameras in public places. We are combining inputs from different sources _ police, LTA, hotels and commercial buildings, even handphones, which are effectively sensors on the ground.",2017
"And we are learning to analyse this combined data, for example, using artificial intelligence to automatically flag when something unusual is happening. So if I have 10,000 cameras, I do not need 1,000 people watching those cameras. I just need maybe just 10 people. Each person can watch 1,000 cameras and if the AI detects that something funny is happening, it will pop up and the man can pay attention and a response can be directed. So one day if we have an incident like the Boston Bombings, then the Home Team can assess the situation quickly and respond promptly, or even pre-empt it from happening.",2017
"This is a major project. Meanwhile, we are working on smaller projects too, to solve daily problems. Like paying for parking. We have ERP, we have mobile phones, and yet we are still tearing parking coupons, which we have been doing for 40 years. Dozens of other cities have parking apps. Why do we not? So I pushed HDB and URA to go digital. And I am glad that with GovTechÍs help, we have now developed an app for street parking _ and it is called parking.sg. Actually they should call it ñparking lady lai liaoî. You only pay for however long you park. If it is 18 minutes, you pay for 18 minutes, and the app will alert you when your session is about to end. If you want to park longer, you can extend your session remotely. No need to rush back to your car to add coupons before the parking lady puts a summons on you. We will launch parking.sg by October. And it will save motorists a lot of unnecessary parking hassles.",2017
These small projects are instructive. They show what can be done. They help us learn and adapt to new technology in our daily lives and they prepare us to make bigger adjustments which are necessary later on.,2017
"I give you another example from the retail business. Traditional retail is being transformed by technology. People are shopping online. Delivery services like Redmart, HonestBee and Amazon Prime now have become popular. Online retailers are also setting up brick-and-mortar stores, with a twist. Like in Seattle, Amazon has just opened a drive-up grocery store. You order your items online. You choose a pick-up time, maybe when you are on your way home from work. At your allotted time, you drive to the store to do the pickup. A licence plate reader will register your arrival. Your groceries are brought out to your car. It is not available here yet, but perhaps it is not so far away.",2017
"This meansæretail stores will not disappear. But traditional stores and businesses must adapt and reinvent themselves. Use technology to offer customers more efficient, more convenient service. I am glad to see that our businesses are responding. Supermarkets have had self-service counters for some time now, which are popular with shoppers. FairPrice has taken it further. They have opened an unmanned, cashless Cheers store at Nanyang Polytechnic. There is no cashier in this convenience store, no staff at all. To buy an item, you simply take it off the shelf, you do a self-checkout. There is a back-end system which tracks the inventory and automatically restocks when the stocks run down. It saves manpower and costs for Cheers, offers convenience and savings for customers. I hear Cheers is going to push out another store like this soon.",2017
"We have got continue to push such projects. The world is changing. Unless we change with it, we will fall behind. Singapore must always stay with the leaders to attract talent and business, to live up to our own expectations of what we ought to be and can be.",2017
"To do such Smart Nation projects, big or small, we need engineers, programmers, data analysts, technicians. We need people with the skills. We need managers with the understanding. We need leaders with the dare and the courage and the organisational ability to make it happen. There is a worldwide shortage of such talent and skills. But we must urgently build up our talent pool. The Government is offering scholarships and sponsorships for engineering. The SkillsFuture and Professional Conversion Programmes will help Singaporeans build up and upgrade their skills. This is one direct way a Smart Nation will create new jobs and opportunities for our people.",2017
"When we started out with economic development, we put a lot of emphasis on engineering and science. In fact, when we gave scholarships, almost all the scholarships were for engineering but in the last decade, two decades, the trend has shifted. First it was balanced, from engineering to economics and liberal arts, which was a good sign. Then it went all the way and nowadays most of the students going on scholarship are not doing engineering and sciences. They are doing liberal arts, which are good subjects but I need a balance. We really must encourage our best students, a good proportion of them, to take up engineering, sciences and computer sciences. You come back, there are many things to do where your skills will be very valuable.",2017
"Smart Nation is for all of us, young and old. We are making every effort to bring everyone along - through our schools, through SkillsFuture, and through PA. Many Singaporeans are using IT to create jobs or solve social problems.æIn my Malay speech, I described how Syafiq grew his company, and now Riverwood employs 120 workers. In my Chinese speech, you saw how Gillian TeeÍs company, Homage, gave many seniors and their familiesÍ peace of mind, by providing on-demand caregiving services.",2017
"If you know about IT, you can share your knowledge with others, to help bring them up to speed, like Mr Tariam Singh. Tariam is 70. He does not look it but he is. He is a volunteer Silver Infocomm Wellness Ambassador. He helps fellow seniors learn new IT skills. Here he is in action.",2017
"Tariam speaks many languages. He teaches in Hokkien, Mandarin, Malay, and Punjabi. He shows seniors how to use messaging apps and social media, to connect with family and friends. He brings people together to learn, and make friends with one another. And this is how we will become a Smart Nation together _ by taking the initiative to improve ourselves; by helping others and bettering all our lives; by looking towards the future and making Singapore a happening place where people want to live.",2017
"Tonight, I have spoken about three things we are doing to build our future. Making our preschools better because we want every child to start well and have the best chance in life. Declaring war on diabetes so that we can stay well, live healthily, and enjoy the fruits of our labours. Building a Smart Nation to create opportunities for all of us and keep Singapore a leading city in the world.",2017
"Why are we so preoccupied with the future? Whom are we doing this for? Not just for ourselves, but for our children and future generations.",2017
"In January, I presented Edusave Awards to residents of Teck Ghee. It was a reward and an encouragement for the students who have done well and a proud moment for their parents who worked hard to support them and who encouraged them to excel.",2017
